PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307712753,23042980,10,2023-03-23T23:45:00,"700 Block Fitzgerald St Pittsburgh, PA 15213",Y,Bloomfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",804,7,2,-79.9495335417494,40.456136289904
-3548101182,23043002,99,2023-03-24T03:15:00,"S 18th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,3,3,-79.9805652734727,40.428766558292
306906324,23037836,27,2023-03-14T14:26:00,"N Highland Ave & Broad St Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1115,9,2,-79.9243482697132,40.4624984150707
306918020,23037754,0,2023-03-14T11:20:00,"2400 Block Leticoe St Pittsburgh, PA 15203",N,South Side Slopes,3,99,3353 Prohibitions in Specified Places.,1608,3,3,-79.9724809374883,40.4235364526351
306923803,23037833,27,2023-03-14T14:00:00,"2700 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,501,6,3,-79.9697306602116,40.4508220533526
306926534,23037915,27,2023-03-14T17:00:00,"49th St & Harrison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9584172151211,40.4780701890469
306930311,23037979,0,2023-03-14T20:06:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
306930623,23037984,0,2023-03-14T20:20:00,"200 Block Steuben St Pittsburgh, PA 15220",N,West End,6,99,9993 PFA Service with Weapons Supplement,2019,2,5,-80.0361576913681,40.4415082123659
-3643034472,23037968,14,2023-03-14T19:21:00,"1600 Block Dagmar Ave Pittsburgh, PA 15216",N,Beechview,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1920,,,,
306943035,23038044,27,2023-03-15T00:30:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,6,3,-79.9519916890064,40.4519096542795
308385735,23048722,0,2023-04-03T10:30:00,"1400 Block Hampshire Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1916,4,5,-80.0284735927035,40.4105687811576
308435107,23049075,10,2023-04-03T21:20:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",Y,Banksville,6,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2023,,,,
308437749,23048935,3,2023-04-03T22:00:00,"3200 Block Tuxedo St Pittsburgh, PA 15204",N,Sheraden,6,ROBBERY,3701 Robbery.,2022,,,,
308477533,23049321,0,2023-04-04T11:32:00,"Fort Pitt Blvd Pittsburgh, PA 15222",Y,Central Business District,2,99,627.02(b)(i) Possessing a small amount of marijuana,201,6,6,-80.0077304434491,40.4392753052772
306876446,23037773,27,2023-03-14T10:15:00,"2600 Block S 18th St Pittsburgh, PA 15210",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,3,3,-79.9852869172476,40.4210724648211
306886228,23037777,0,2023-03-14T12:00:00,"100 Block Bausman St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,,,-79.9879844095812,40.4144628971267
306955131,23038108,6,2023-03-15T07:39:00,"400 Block Iberia St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1807,,,,
306955634,23038118,6,2023-03-15T07:30:00,"400 Block Kambach St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1807,3,5,-79.9997883765852,40.4260808290425
306974353,23038130,6,2023-03-15T08:30:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",N,Friendship,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,807,,,,
306976322,23038152,10,2023-03-15T09:33:00,"1600 Block Sterling St Pittsburgh, PA 15210",N,South Side Slopes,3,SIMPLE ASSAULT,2701 Simple Assault.,1608,3,3,-79.9743487874382,40.4182259489858
308277988,23047550,99,2023-04-01T06:53:00,"900 Block ROSELLE Ct Pittsburgh, PA 15207",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1515,,,,
308278928,23047609,0,2023-04-01T07:00:00,"5700 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1414,5,3,-79.9247592303693,40.4290482251875
308279721,23047583,0,2023-04-01T09:12:00,"Federal St N & Eloise St Pittsburgh, PA 15212",Y,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.0068390456712,40.4560831963555
308311831,23048039,10,2023-04-02T00:02:00,"1800 Block Viruth St Pittsburgh, PA 15212",Y,Brighton Heights,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2701,1,1,-80.0387323961751,40.4843852191593
308342880,23047989,99,2023-04-01T22:00:00,"200 Block Federal St Pittsburgh, PA 15212",N,Brighton Heights,1,MENTAL 201/302,9498 302 (Mental),2701,1,6,-80.0039635417819,40.4484213102204
308126678,23046097,0,2023-03-29T10:00:00,"8000 Block NIMICK Pl Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.8842490077358,40.4499196656261
308154472,23046508,0,2023-03-30T11:30:00,"800 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9989191885956,40.4426863589147
308168129,23046582,10,2023-03-26T19:39:00,"1400 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.984034293315,40.4286565603557
308188927,23046754,27,2023-03-30T18:41:00,"5500 Block Howe St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,2,-79.9331787267846,40.4502272306833
308190100,23046781,0,2023-03-30T19:22:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.0302691717884,40.4692307933162
307753777,23043028,99,2023-03-24T06:37:00,"100 Block Frank  St Whitaker, PA 15136",Y,Outside City,OSC,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,5599,,,,
307769840,23043150,27,2023-03-24T11:15:00,"Liberty Ave & 24th St Pittsburgh, PA 15222",Y,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.9799954673371,40.4528389394868
307775925,23043107,6,2023-03-24T10:10:00,"Liberty Ave & 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0002309433636,40.4423411977842
307781312,23043165,0,2023-03-24T12:14:00,"2000 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.9276238536441,40.4340991246802
307796037,23042771,10,2023-03-23T17:35:00,"7000 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,TERRORISTIC THREATS,4952 Intimidation of Witnesses or Victims / 2706 Terroristic Threats. / 2709(a.1)(1)(ii) Cyber Harassment Of A Child Through An Electronic Social Media Service: Threat To Inflict Harm,1301,9,2,-79.8992768991682,40.4631465628215
307797316,23043378,11,2023-03-24T18:54:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,THEFT BY DECEPTION,3922 Theft by Deception.,1919,4,5,-80.0216956268774,40.3945911346561
307799124,23043407,5,2023-03-24T14:30:00,"300 Block Mathews Ave Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,3001,3,5,-79.9930634863787,40.4130974806135
307800001,23042405,99,2023-03-20T18:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.9086166755192,40.4703056332591
307801006,23043289,99,2023-03-24T16:17:00,"6400 Block Navarro St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DOG BITE,9492 Dog Bite,1203,9,2,-79.9036276179635,40.4696565092489
307801665,23043455,0,2023-03-24T22:00:00,"1500 Block Amanda St Pittsburgh, PA 15210",N,Carrick,3,99,9093 Indirect Criminal Contempt,2902,4,3,-79.988436607001,40.4008838787087
307007004,23038453,10,2023-03-15T18:16:00,"Chestnut St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709 Harassment (Non-Specific),2304,1,1,-79.9945021373636,40.4549021163045
307017928,23038527,6,2023-03-15T20:17:00,"800 Block fredericka Dr Bethel Park, PA 15102",Y,Outside City,OSC,THEFT,3921 Theft by Unlawful Taking or Disposition.,5599,,,,
307020293,23038529,10,2023-03-15T20:54:00,"200 Block Davenport St Pittsburgh, PA 15219",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2902 Unlawful Restraint.,201,6,3,-79.9810587759438,40.4459792666149
307020772,23038570,99,2023-03-15T22:45:00,"1200 Block High St Pittsburgh, PA 15212",N,Spring Garden,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2412,1,1,-79.9916394451737,40.4606412543235
307022284,23038568,6,2023-03-15T21:30:00,"200 Block 45th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,902,,,,
307030003,23038650,18,2023-03-16T03:36:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,103,6,6,-79.9945910498533,40.4353346704734
307049014,23038729,29,2023-03-14T09:00:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1016,9,2,-79.9373879984685,40.471784234564
307063604,23038771,99,2023-03-16T11:15:00,"700 Block Clarissa St Pittsburgh, PA 15219",N,Upper Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,506,6,3,-79.961503950044,40.4541797761938
307109773,23039011,0,2023-03-16T19:00:00,"600 Block Mifflin Rd Pittsburgh, PA 15207",N,New Homestead,4,99,9994 PFA Service,3103,5,3,-79.9300901692326,40.3828260750984
308497935,23049394,10,2023-04-04T13:00:00,"300 Block Bigelow St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1501,7,3,-79.9667057961974,40.4553008827159
308510321,23049487,0,2023-04-04T17:00:00,"200 Block Radcliffe St Pittsburgh, PA 15204",N,Esplen,6,99,9994 PFA Service,2017,2,5,-80.0554392985184,40.4628266330566
-3532071920,23049467,0,2023-04-04T16:31:00,"2700 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,99,9999 9999 - (Misc. Incident): ,2023,2,5,-80.037660203575,40.4053812882949
308530301,23049662,99,2023-04-04T22:29:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-80.0018566639174,40.4380991224729
308564238,23049781,14,2023-04-05T07:00:00,"200 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief.,2205,1,6,-80.0039635417819,40.4484213102204
308566474,23049791,14,2023-04-05T07:25:00,"200 Block Federal St S Pittsburgh, PA 15212",N,Troy Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2406,1,6,-80.0039635417819,40.4484213102204
308570471,23049799,14,2023-04-05T07:25:00,"200 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief.,2205,1,6,-80.0039635417819,40.4484213102204
308573545,23049803,14,2023-04-05T07:25:00,"200 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief.,2205,1,6,-80.0039635417819,40.4484213102204
308592929,23048807,10,2023-04-03T14:06:00,"2100 Block Penn Ave Pittsburgh, PA 15222",Y,Strip District,2,HARRASSMENT,2709 Harassment (Non-Specific),203,7,6,-79.9827872705757,40.4516380910831
306980211,23038183,14,2023-03-15T10:32:00,"1000 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,CRIM MISCHIEF,3304 Criminal Mischief.,2412,1,1,-79.9944566535284,40.4583473316087
306982292,23038210,0,2023-03-15T11:00:00,"80 Block Sylvania Ave Pittsburgh, PA 15210",N,Beltzhoover,3,99,9999 9999 - (Misc. Incident): property not returned,1809,3,5,-80.0066901134937,40.4170404393259
306998893,23038256,0,2023-03-15T13:20:00,"2100 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.9756669066692,40.4300920719162
307000097,23038326,99,2023-03-15T14:50:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2615,6,1,-80.0084753978896,40.4711463843223
307003113,23038206,0,2023-03-15T11:04:00,"N Braddock Ave & Thomas Blvd Pittsburgh, PA 15208",N,Homewood South,4,99,9999 9999 - (Misc. Incident): ,1303,9,2,-79.893885824208,40.4488757224943
307008853,23038446,6,2023-03-15T17:55:00,"100 Block Cologne St Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1603,3,3,-79.969465022651,40.4174839862235
-3583011033,23038397,99,2023-03-15T16:34:00,"200 Block Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,ACCIDENTAL FIRE,9018 Accidental Fire,201,6,6,-80.004336681574,40.4380299558852
307011280,23038451,5,2023-03-15T17:00:00,"600 Block Lillian St E Pittsburgh, PA 15210",N,Allentown,3,BURGLARY,3502 Burglary.,1803,3,5,-79.9972664743844,40.418675634183
308349150,23048446,10,2023-04-02T20:00:00,"1400 Block E Carson St Pittsburgh, PA 15203",Y,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness,1803,3,3,-79.984034293315,40.4286565603557
308349268,23047286,27,2023-03-31T19:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility.,201,6,6,-79.9960409452176,40.4350395659105
308354784,23048545,14,2023-04-03T00:51:00,"2000 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2902,4,3,-79.986867730847,40.3949659476581
308356258,23048563,3,2023-04-03T01:33:00,"6500 Block Jackson St Pittsburgh, PA 15206",N,Highland Park,5,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,1106,7,2,-79.9121224375572,40.4728376496439
308358986,23048609,0,2023-04-03T04:38:00,"4900 Block Yew St Pittsburgh, PA 15224",Y,Bloomfield,5,99,4914 False Identification to Law Enforcement Authorities / 2703.1 Aggravated Harassment by Prisoner / 1543 Driving While Operating Privilege is Suspended or Revoked.,804,7,2,-79.9475611425425,40.4580979246921
306696413,23037116,99,2023-03-13T03:25:00,"400 Block Oak Hill Dr Pittsburgh, PA 15213",N,Terrace Village,2,AIDED CASE,9497 Aided Case,510,6,3,-79.9696700853153,40.4421119178117
306732064,23037192,6,2023-03-13T09:20:00,"200 Block Emerson St Pittsburgh, PA 15206",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,708,,,-79.9043739018233,40.3856383532823
306750472,23037317,0,2023-03-13T13:45:00,"100 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1807,2,5,-80.0052318979665,40.4237908892986
306751660,23037327,0,2023-03-13T14:00:00,"1900 Block Lucina Ave Pittsburgh, PA 15210",N,Carrick,3,99,9994 PFA Service,2901,4,3,-79.9937591876971,40.3941923445004
306753063,23037318,10,2023-03-13T13:03:00,"7100 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709(a) Harassment. / 3736 Reckless Driving,1202,,,,
308190636,23046804,14,2023-03-30T20:02:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 9130 Graffiti Investigation",802,7,2,-79.9498576281956,40.4620780822183
308196141,23045641,27,2023-03-28T18:36:00,"500 Block N Negley Ave Pittsburgh, PA 15206",N,Larimer,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1204,9,2,-79.9277273373805,40.4678194981381
308198315,23046908,99,2023-03-31T00:38:00,"400 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1915,2,5,-80.009146156393,40.4242467380768
308202052,23046953,5,2023-03-31T04:03:00,"300 Block Addison St Pittsburgh, PA 15219",N,Middle Hill,2,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,501,,,,
308231616,23047021,14,2023-03-31T08:55:00,"3900 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,603,7,2,-79.9598859587793,40.464755622437
308242862,23047127,6,2023-03-31T13:00:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,509,6,3,-79.9742739984904,40.4496143418734
308242964,23047098,0,2023-03-31T12:35:00,"Coffey Way & 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,6,6,-79.9989223145337,40.4418971269944
308243290,23047138,27,2023-03-29T13:00:00,"2000 Block Bedford Ave Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,501,,,,
308244318,23047146,0,2023-03-31T11:30:00,"1400 Block Morningside Ave Pittsburgh, PA 15206",N,Morningside,5,99,9999 9999 - (Misc. Incident): ,1014,7,2,-79.9299311395232,40.4813071498405
307802647,23043480,0,2023-03-24T23:19:00,"600 Block Foreland St Pittsburgh, PA 15212",N,East Allegheny,1,99,9998 Overdose Other,2304,1,1,-79.9993605251986,40.4545914009924
307804128,23043573,0,2023-03-25T02:35:00,"300 Block Woodruff St Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1914,2,5,-80.0107576481637,40.4309040543252
307805725,23043543,10,2023-03-25T01:52:00,"1900 Block Bedford Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,TERRORISTIC THREATS,2706 Terroristic Threats.,305,6,3,-79.9834256010714,40.4459289371072
307806152,23043510,10,2023-03-25T00:44:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment.,201,6,6,-79.9979394803376,40.4429453058783
307812600,23043467,27,2023-03-24T09:00:00,"500 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,4,5,-80.0240769813328,40.3954833727539
307819784,23043671,99,2023-03-25T10:04:00,"3500 Block Camp St Pittsburgh, AL 15219",N,Upper Hill,2,FOUND PROPERTY,9489 Found Property,506,6,3,-79.9580671240304,40.453400070372
307824522,23043711,0,2023-03-25T11:50:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,99,9999 9999 - (Misc. Incident): ,2509,6,1,-80.0069833937371,40.460310552493
307833326,23043921,99,2023-03-25T17:15:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,9,2,-79.9086166755192,40.4703056332591
307129237,23039201,0,2023-03-17T03:03:00,"600 Block Ardmore Blvd Pittsburgh, PA 15221",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.8731781105598,40.4370514492942
307129436,23039206,0,2023-03-17T03:03:00,"900 Block Lincoln Hwy North Versailles, PA 15221",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.8049713517219,40.3783180553899
308611137,23049519,3,2023-04-04T17:44:00,"1300 Block Boyle St Pittsburgh, PA 15212",Y,Central North Side,1,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 903 Criminal Conspiracy.,2206,1,1,-80.0059484813997,40.4569272323545
308617510,23050027,6,2023-04-05T11:00:00,"200 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,507,8,3,-79.9516953898806,40.4493192927662
308628350,23050056,99,2023-04-05T16:40:00,"400 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,3,3,-79.9561377219759,40.4431923328703
-3574001612,23050144,99,2023-04-05T22:00:00,"600 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,INDUSTRIAL ACCIDENT,9491 Industrial Accident,201,6,6,-79.9948560626431,40.4413629674267
308645800,23050265,4,2023-04-05T22:07:00,"Charles St & Chalrock Way Pittsburgh, PA 15210",N,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault.,3001,3,5,-79.989523568436,40.4166273675323
308653064,23050321,99,2023-04-06T01:15:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2507,6,1,-80.0165685056208,40.4568744092444
307022623,23038610,0,2023-03-15T22:55:00,"900 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9994 PFA Service,2814,2,5,-80.0523506879594,40.4458191432968
307024185,23038605,14,2023-03-16T00:45:00,"1700 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),2406,1,1,-79.9826568143613,40.4639525304904
307056162,23038220,0,2023-03-18T07:30:00,"300 Block Boulevard of the Allies Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): SVP Community Notification ,201,6,6,-80.0018566639174,40.4380991224729
307075035,23038773,99,2023-03-16T12:00:00,"200 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,,,,
308390090,23048758,0,2023-04-03T12:10:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
308428574,23048905,99,2023-04-03T17:27:00,"200 Block 34th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),603,,,,
308428731,23048979,6,2023-04-03T18:49:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.9974088316752,40.4415332222525
-3667000133,23049245,14,2023-04-03T20:00:00,"1700 Block Maplewood Ave Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,,,-79.8774215711976,40.4494338015936
306811633,23037585,0,2023-03-14T01:45:00,"West End Cir Ramp & Steuben St Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident): Accident involving PBP vehicle,2020,,,,
306871337,23037680,0,2023-03-14T09:45:00,"2300 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.8740816622072,40.4547583578433
306929864,23037887,0,2023-03-14T18:45:00,"Knox Ave & Moore Ave Pittsburgh, PA 15210",Y,Knoxville,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,3001,3,5,-79.9903756752131,40.4113991382319
308246883,23047147,11,2023-03-31T13:00:00,"5100 Block Rosecrest Pl Pittsburgh, PA 15201",N,Stanton Heights,5,IDENTITY THEFT,4120 Identity Theft,1005,9,2,-79.9352151452669,40.476207000787
308250553,23047215,0,2023-03-31T16:30:00,"3300 Block W Carson St Pittsburgh, PA 15204",N,Esplen,6,99,9994 PFA Service,2017,2,5,-80.0513068256134,40.4621761129853
308253751,23047286,27,2023-03-31T19:00:00,"Sankey Ave & Pyramid Ave Pittsburgh, PA ",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility.,201,,,,
308258742,23047343,27,2023-03-31T21:06:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,902,7,2,-79.9616807037037,40.4687010518457
308260008,23047355,99,2023-03-29T17:00:00,"1100 Block Benton Pl Pittsburgh, PA 15212",N,Brighton Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2708,1,1,-80.0334876281442,40.4868077339215
308265145,23047417,4,2023-03-31T23:59:00,"3300 Block Ridgeway St Pittsburgh, PA 15219",N,Upper Hill,2,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 8106 Shots Fired,506,,,,
308276119,23047572,99,2023-04-01T08:30:00,"Denniston St Pittsburgh, PA 15217",N,Squirrel Hill North,4,FOUND PROPERTY,9489 Found Property,1403,,,,
308278001,23047381,27,2023-04-01T08:37:00,"Fisk St & Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,7,2,-79.9566813245213,40.4654079462604
308281983,23047613,99,2023-04-01T10:36:00,"100 Block 41st St Pittsburgh, PA 15201",N,Central Lawrenceville,2,FOUND PROPERTY,9489 Found Property,901,,,,
308287158,23047725,0,2023-04-01T14:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9994 PFA Service,1403,8,3,-79.9233366468583,40.4414229987531
308288957,23047703,6,2023-04-01T13:24:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-79.9974088316752,40.4415332222525
306696458,23037104,0,2023-03-13T02:09:00,"7600 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,99,"9999 9999 - (Misc. Incident): Lost, Stolen, or Misplace",1304,9,2,-79.8910696074733,40.4528606040407
